Date,Region,Product_Type,Units_Sold,Client_Type,Sales_Channel,Service_Contract,Customer_Satisfaction,Revenue,Maintenance_Cost
2024-07-19,Iași,Order Picker,5,SME,Dealer,Yes,10,59438.95,4289.42
2024-07-19,Iași,Reach Truck,1,Dealer,Direct,Yes,7,20521.02,795.04
2024-07-19,Cluj,Pallet Truck,4,Dealer,Direct,Yes,9,19188.2,741.53
2024-07-19,Iași,Electric Forklift,5,Corporate,Direct,Yes,7,144390.19,11406.89
2024-07-20,Iași,Pallet Truck,5,Corporate,Dealer,Yes,7,25078.47,1204.23
2024-07-20,Iași,Pallet Truck,2,Dealer,Dealer,Yes,9,9974.57,498.02
2024-07-20,Constanța,Electric Forklift,5,Corporate,Direct,Yes,8,124966.93,5154.39
2024-07-20,București,Pallet Truck,3,SME,Direct,Yes,9,17895.87,1280.03
2024-07-20,Iași,Order Picker,4,Corporate,Direct,Yes,8,48025.71,3066.36
2024-07-21,Timișoara,Reach Truck,2,Corporate,Direct,No,8,36024.7,2696.05
2024-07-21,Timișoara,Electric Forklift,1,Corporate,Dealer,No,6,23358.62,866.74
2024-07-21,București,Reach Truck,5,Dealer,Dealer,Yes,7,104692.17,7650.24
2024-07-21,Constanța,Order Picker,4,Corporate,Dealer,Yes,6,45319.98,1714.21
2024-07-21,Constanța,Order Picker,1,Dealer,Direct,Yes,10,12930.43,603.56
2024-07-22,Constanța,Pallet Truck,5,Dealer,Dealer,No,7,23143.58,1575.61
2024-07-23,Iași,Electric Forklift,3,Corporate,Dealer,Yes,8,73147.27,2346.71
2024-07-23,Cluj,Pallet Truck,4,SME,Dealer,No,6,23380.87,995.56
2024-07-23,Iași,Order Picker,3,Corporate,Direct,No,8,34540.61,1541.31
2024-07-23,Iași,Reach Truck,4,Corporate,Direct,No,9,75949.48,5871.18
2024-07-23,Iași,Pallet Truck,1,Dealer,Dealer,Yes,7,5633.6,301.34
2024-07-23,București,Pallet Truck,1,Corporate,Dealer,Yes,9,4586.79,234.98
2024-07-23,București,Electric Forklift,4,Corporate,Direct,Yes,9,95589.6,7477.67
2024-07-23,Timișoara,Reach Truck,2,SME,Direct,Yes,8,40859.43,1771.23
2024-07-24,Cluj,Order Picker,3,SME,Direct,No,9,38899.89,2914.01
2024-07-24,Timișoara,Electric Forklift,1,Corporate,Direct,Yes,10,29460.45,987.79
2024-07-24,București,Pallet Truck,1,Corporate,Direct,No,7,5951.06,440.52
2024-07-24,Iași,Pallet Truck,2,Dealer,Direct,Yes,10,9205.03,691.03
2024-07-24,Timișoara,Order Picker,2,Corporate,Dealer,Yes,10,23201.46,1123.14
2024-07-24,Constanța,Electric Forklift,3,SME,Dealer,Yes,9,69877.5,3843.78
2024-07-25,Cluj,Electric Forklift,4,Corporate,Direct,Yes,9,106921.46,5150.07
2024-07-25,Iași,Order Picker,1,SME,Dealer,Yes,6,10853.05,502.17
2024-07-25,Cluj,Reach Truck,2,SME,Direct,Yes,10,37540.08,1992.15
2024-07-25,Constanța,Electric Forklift,1,Corporate,Direct,No,7,27873.2,1323.0
2024-07-26,Cluj,Reach Truck,2,Corporate,Dealer,Yes,10,32678.98,1084.59
2024-07-26,Iași,Electric Forklift,3,Dealer,Dealer,Yes,7,70427.55,5449.0
2024-07-26,București,Pallet Truck,1,Corporate,Direct,Yes,9,4658.23,338.24
2024-07-26,Iași,Reach Truck,2,Dealer,Direct,No,9,32538.12,1752.99
2024-07-26,Constanța,Pallet Truck,5,SME,Direct,Yes,7,26005.37,1551.7
2024-07-27,Constanța,Pallet Truck,1,Dealer,Direct,No,7,5941.24,376.16
2024-07-27,București,Reach Truck,4,Corporate,Direct,Yes,8,84667.03,4928.51
2024-07-27,Iași,Reach Truck,5,Dealer,Direct,Yes,6,91267.47,3667.89
2024-07-27,Iași,Electric Forklift,1,Dealer,Direct,Yes,6,29261.35,2204.55
2024-07-28,Timișoara,Reach Truck,5,Corporate,Dealer,No,9,94815.48,5129.6
2024-07-28,Timișoara,Pallet Truck,3,Corporate,Direct,Yes,8,16647.94,947.89
2024-07-28,Cluj,Reach Truck,3,Corporate,Dealer,No,9,49414.19,2455.95
2024-07-28,Cluj,Order Picker,4,SME,Dealer,No,6,54801.84,3444.59
2024-07-29,Timișoara,Pallet Truck,3,Dealer,Direct,No,9,14876.65,631.5
2024-07-29,Cluj,Electric Forklift,2,Corporate,Direct,No,6,51648.95,3195.99
2024-07-29,București,Reach Truck,5,Dealer,Dealer,No,9,92854.08,7203.47
2024-07-30,Iași,Pallet Truck,4,SME,Dealer,Yes,7,23552.7,754.71
2024-07-30,Timișoara,Order Picker,2,Dealer,Direct,Yes,7,24355.19,1527.38
2024-07-30,Timișoara,Electric Forklift,1,Dealer,Dealer,Yes,9,27036.8,865.49
2024-07-31,Cluj,Pallet Truck,2,Corporate,Direct,Yes,8,10325.35,750.13
2024-07-31,București,Reach Truck,3,Dealer,Dealer,Yes,9,52022.43,3640.99
2024-07-31,București,Reach Truck,2,Dealer,Direct,Yes,8,36503.8,1789.48
2024-08-01,Iași,Reach Truck,1,SME,Dealer,No,9,21268.98,1569.74
2024-08-01,Constanța,Pallet Truck,3,SME,Direct,No,8,17163.68,1013.43
2024-08-01,Constanța,Order Picker,3,SME,Direct,No,8,40696.48,2529.11
2024-08-02,Constanța,Pallet Truck,4,SME,Dealer,No,6,21814.45,1668.99
2024-08-02,Cluj,Reach Truck,4,Corporate,Dealer,No,7,76775.25,2723.14
2024-08-02,Cluj,Reach Truck,4,SME,Direct,No,8,72030.77,3441.54
2024-08-02,Cluj,Order Picker,4,Dealer,Direct,Yes,9,52050.48,3065.99
2024-08-02,Timișoara,Pallet Truck,3,SME,Dealer,Yes,6,17257.52,943.6
2024-08-02,Cluj,Pallet Truck,3,Corporate,Dealer,Yes,10,16428.69,1304.2
2024-08-02,Iași,Order Picker,4,Corporate,Dealer,Yes,10,54806.81,2602.97
2024-08-03,Constanța,Reach Truck,5,Corporate,Direct,No,7,89423.29,4481.58
2024-08-03,Cluj,Pallet Truck,3,Dealer,Direct,No,8,14628.28,488.26
2024-08-03,Iași,Electric Forklift,5,Corporate,Direct,No,9,147156.26,5658.7
2024-08-03,București,Reach Truck,1,Corporate,Direct,No,6,17713.09,570.42
2024-08-04,Constanța,Pallet Truck,5,Corporate,Direct,No,10,26233.42,1342.15
2024-08-04,Cluj,Pallet Truck,5,Corporate,Direct,Yes,9,26339.03,1905.8
2024-08-04,Iași,Pallet Truck,2,Corporate,Direct,Yes,8,10648.27,595.91
2024-08-04,Iași,Pallet Truck,2,Dealer,Direct,Yes,10,9394.07,738.73
2024-08-04,Timișoara,Pallet Truck,1,Corporate,Direct,Yes,6,5241.17,247.23
2024-08-05,Timișoara,Pallet Truck,1,Corporate,Direct,Yes,9,4817.73,258.28
2024-08-05,București,Reach Truck,3,Dealer,Dealer,Yes,9,51249.37,1712.32
2024-08-05,Iași,Pallet Truck,1,Corporate,Direct,Yes,10,4554.44,247.85
2024-08-05,Constanța,Electric Forklift,3,SME,Dealer,No,7,81926.14,6296.39
2024-08-05,Constanța,Order Picker,2,Corporate,Direct,Yes,9,23587.82,1580.32
2024-08-05,Timișoara,Electric Forklift,3,Corporate,Direct,No,8,74411.7,5223.1
2024-08-06,Constanța,Electric Forklift,3,SME,Dealer,Yes,10,74990.52,2721.95
2024-08-06,Timișoara,Reach Truck,4,Dealer,Direct,Yes,6,66009.37,4348.16
2024-08-06,Iași,Electric Forklift,3,Corporate,Dealer,No,7,79120.51,3671.78
2024-08-06,București,Reach Truck,4,SME,Direct,No,8,78910.71,5239.79
2024-08-06,Iași,Pallet Truck,4,Corporate,Direct,Yes,9,19681.13,1284.86
2024-08-06,Iași,Order Picker,2,SME,Direct,No,8,22843.5,1697.15
2024-08-06,București,Electric Forklift,1,Corporate,Direct,No,10,28686.88,1849.91
2024-08-07,Constanța,Electric Forklift,1,Dealer,Direct,Yes,6,27086.36,1997.34
2024-08-07,Timișoara,Reach Truck,4,Dealer,Direct,Yes,8,76164.88,3355.14
2024-08-07,București,Reach Truck,3,Corporate,Direct,Yes,6,49142.93,3400.25
2024-08-08,Constanța,Pallet Truck,3,Corporate,Direct,No,6,16967.4,912.19
2024-08-08,Constanța,Electric Forklift,2,Corporate,Direct,Yes,8,52691.71,3375.3
2024-08-08,Timișoara,Order Picker,5,Dealer,Direct,Yes,8,60335.72,4638.51
2024-08-08,București,Pallet Truck,2,Corporate,Direct,No,8,9814.41,653.24
2024-08-08,București,Order Picker,2,SME,Dealer,Yes,6,25142.52,1819.31
2024-08-08,Constanța,Pallet Truck,3,SME,Direct,Yes,7,14529.67,682.01
2024-08-08,Iași,Order Picker,3,Corporate,Direct,No,8,40960.01,1655.44
2024-08-09,Timișoara,Reach Truck,2,Dealer,Direct,No,7,40268.21,2694.53
2024-08-09,Cluj,Pallet Truck,1,Corporate,Dealer,Yes,8,4658.18,339.83
2024-08-09,București,Pallet Truck,4,Corporate,Direct,Yes,7,18661.09,1096.58
2024-08-09,Constanța,Reach Truck,4,SME,Direct,No,7,73813.83,3737.3
2024-08-09,București,Pallet Truck,2,SME,Dealer,Yes,7,9827.88,659.47
2024-08-10,București,Electric Forklift,4,Corporate,Direct,No,7,92102.68,5268.05
2024-08-10,Timișoara,Pallet Truck,2,Corporate,Direct,No,6,11431.64,496.09
2024-08-10,Cluj,Pallet Truck,2,SME,Direct,Yes,10,9416.0,751.47
2024-08-10,Iași,Electric Forklift,1,Corporate,Direct,Yes,10,24027.61,1263.85
2024-08-10,Timișoara,Electric Forklift,5,Dealer,Dealer,Yes,10,148528.87,9625.73
2024-08-10,București,Electric Forklift,4,Dealer,Direct,Yes,8,106811.57,4106.55
2024-08-11,Iași,Order Picker,1,SME,Direct,Yes,10,10873.78,341.96
2024-08-11,Iași,Order Picker,3,SME,Dealer,No,8,42620.07,2976.75
2024-08-11,București,Electric Forklift,2,Dealer,Dealer,No,9,59361.52,3486.8
2024-08-11,București,Pallet Truck,5,Corporate,Direct,Yes,6,24448.62,1770.61
2024-08-12,Constanța,Reach Truck,3,Corporate,Direct,Yes,6,63391.43,2737.11
2024-08-12,București,Order Picker,4,Corporate,Direct,No,10,53646.06,3667.13
2024-08-12,Constanța,Order Picker,2,Corporate,Dealer,Yes,8,23098.15,838.22
2024-08-12,Cluj,Pallet Truck,2,Corporate,Direct,Yes,6,11754.26,367.13
2024-08-12,Cluj,Order Picker,1,SME,Dealer,Yes,10,12113.46,517.3
2024-08-12,Iași,Pallet Truck,3,Corporate,Direct,Yes,9,13783.81,632.64
2024-08-12,Cluj,Pallet Truck,2,Corporate,Direct,Yes,6,11541.98,437.83
2024-08-13,Iași,Pallet Truck,4,Corporate,Dealer,Yes,7,23057.57,1430.1
2024-08-13,Cluj,Pallet Truck,2,SME,Direct,No,10,9664.0,772.5
2024-08-13,București,Electric Forklift,4,Corporate,Dealer,Yes,9,109569.79,5659.36
2024-08-14,Iași,Order Picker,2,Corporate,Direct,Yes,8,25169.27,1597.51
2024-08-14,Cluj,Electric Forklift,1,Corporate,Direct,No,9,23713.34,1718.69
2024-08-14,Cluj,Pallet Truck,4,Corporate,Direct,Yes,7,18422.47,1259.92
2024-08-14,Iași,Order Picker,5,Corporate,Direct,Yes,9,71161.62,4433.01
2024-08-14,Iași,Reach Truck,1,Corporate,Dealer,Yes,7,16286.4,823.33
2024-08-14,București,Order Picker,4,Corporate,Dealer,Yes,7,54314.28,3705.09
2024-08-15,București,Order Picker,2,Corporate,Direct,Yes,10,23326.21,1762.99
2024-08-15,Timișoara,Reach Truck,4,SME,Direct,No,7,77786.72,4214.76
2024-08-15,București,Order Picker,1,Corporate,Direct,No,7,12038.15,620.13
2024-08-15,Constanța,Reach Truck,4,Corporate,Direct,No,8,74658.57,2268.37
2024-08-15,Cluj,Reach Truck,1,Corporate,Dealer,No,10,16883.54,1068.8
2024-08-15,Timișoara,Electric Forklift,4,Corporate,Direct,No,6,96232.45,5107.98
2024-08-16,Timișoara,Reach Truck,2,Dealer,Direct,Yes,7,36957.57,2834.93
2024-08-16,Constanța,Electric Forklift,3,Corporate,Dealer,No,10,79193.0,3505.87
2024-08-16,Cluj,Reach Truck,1,Dealer,Dealer,Yes,9,18291.66,1225.15
2024-08-16,Cluj,Order Picker,5,Corporate,Direct,Yes,10,70008.9,4586.66
2024-08-17,București,Reach Truck,4,Dealer,Dealer,No,7,80475.09,4314.17
2024-08-17,Cluj,Reach Truck,3,Corporate,Direct,No,6,55429.2,2894.12
2024-08-17,Timișoara,Electric Forklift,5,Corporate,Direct,No,7,114098.48,8866.12
2024-08-18,Constanța,Electric Forklift,3,SME,Dealer,No,8,72505.46,5472.48
2024-08-18,Timișoara,Pallet Truck,4,Corporate,Dealer,Yes,8,20836.89,1032.26
2024-08-18,Cluj,Pallet Truck,4,SME,Direct,No,9,20801.58,1381.12
2024-08-18,Timișoara,Electric Forklift,4,SME,Direct,Yes,7,119094.7,4078.57
2024-08-18,Timișoara,Reach Truck,4,Corporate,Direct,Yes,9,77646.19,3168.54
2024-08-19,Iași,Reach Truck,4,Corporate,Direct,Yes,8,70946.45,2876.42
2024-08-19,Timișoara,Pallet Truck,2,Corporate,Dealer,No,7,10265.59,641.67
2024-08-19,Timișoara,Reach Truck,2,Corporate,Direct,Yes,9,32835.84,1667.48
2024-08-19,Cluj,Order Picker,2,Corporate,Direct,Yes,6,24282.61,745.09
2024-08-19,Iași,Order Picker,2,SME,Direct,No,9,27099.01,1791.63
2024-08-19,Iași,Pallet Truck,4,SME,Direct,Yes,6,22507.68,856.25
2024-08-20,Constanța,Pallet Truck,2,SME,Direct,No,6,11176.97,844.68
2024-08-20,Cluj,Electric Forklift,4,Dealer,Direct,No,6,90889.91,5417.93
2024-08-20,București,Pallet Truck,4,Corporate,Direct,Yes,7,20909.41,1319.26
2024-08-20,Timișoara,Order Picker,4,SME,Dealer,No,8,48310.59,1937.05
2024-08-20,București,Electric Forklift,4,Corporate,Dealer,Yes,8,113724.43,6075.68
2024-08-20,Iași,Order Picker,2,Corporate,Direct,No,7,25829.2,817.94
2024-08-21,Timișoara,Electric Forklift,3,SME,Dealer,Yes,6,76078.94,5071.2
2024-08-21,Timișoara,Reach Truck,3,Corporate,Direct,Yes,10,63638.73,2179.6
2024-08-22,Timișoara,Reach Truck,2,Corporate,Dealer,Yes,7,40162.16,1657.92
2024-08-22,Constanța,Order Picker,1,Corporate,Direct,Yes,6,14189.62,726.32
2024-08-22,Iași,Electric Forklift,1,Corporate,Direct,No,8,24676.51,1219.25
2024-08-22,Iași,Order Picker,3,Dealer,Direct,No,7,33734.44,2282.19
2024-08-23,București,Pallet Truck,5,SME,Dealer,Yes,7,29843.86,1433.63
2024-08-23,București,Reach Truck,1,Corporate,Direct,Yes,9,17983.7,833.74
2024-08-23,Cluj,Order Picker,3,Dealer,Direct,Yes,8,41280.81,2733.87
2024-08-24,Constanța,Electric Forklift,5,SME,Direct,No,10,125365.97,4790.06
2024-08-24,Constanța,Pallet Truck,5,SME,Dealer,No,7,23640.12,1631.41
2024-08-24,Iași,Pallet Truck,5,Corporate,Direct,No,7,28600.4,1066.03
2024-08-24,Timișoara,Pallet Truck,4,Dealer,Direct,Yes,6,19156.57,744.48
2024-08-25,București,Electric Forklift,2,SME,Direct,No,6,56483.21,2762.19
2024-08-25,Timișoara,Order Picker,4,Corporate,Direct,Yes,10,48466.96,2428.58
2024-08-25,Cluj,Pallet Truck,3,SME,Direct,No,7,13782.99,720.96
2024-08-25,Timișoara,Order Picker,4,Corporate,Direct,No,10,50133.91,3660.46
2024-08-25,București,Order Picker,3,SME,Direct,Yes,8,33429.34,1348.99
2024-08-25,Timișoara,Order Picker,3,SME,Direct,Yes,6,33717.72,1812.5
2024-08-26,Timișoara,Order Picker,5,Corporate,Dealer,Yes,10,55482.35,2664.72
2024-08-26,București,Pallet Truck,2,Dealer,Dealer,Yes,8,10765.33,703.97
2024-08-26,București,Order Picker,3,Corporate,Direct,Yes,10,40685.85,1503.57
2024-08-26,București,Reach Truck,3,Dealer,Direct,No,10,55014.1,2008.46
2024-08-26,București,Order Picker,4,Dealer,Dealer,No,7,49214.52,2380.54
2024-08-27,Constanța,Pallet Truck,4,SME,Dealer,Yes,8,21967.45,967.33
2024-08-27,Timișoara,Electric Forklift,4,Corporate,Direct,Yes,10,102854.0,7239.29
2024-08-27,București,Reach Truck,2,Corporate,Direct,Yes,7,39554.98,1426.77
2024-08-27,Cluj,Electric Forklift,5,Corporate,Direct,Yes,7,145883.19,10556.77
2024-08-27,Timișoara,Order Picker,1,SME,Direct,Yes,6,13772.92,534.81
2024-08-27,Constanța,Order Picker,4,SME,Direct,No,10,46156.52,3659.76
2024-08-27,Timișoara,Pallet Truck,2,Dealer,Dealer,Yes,8,10899.28,364.96
2024-08-27,Timișoara,Order Picker,3,Corporate,Direct,No,8,39144.26,2605.32
2024-08-27,Timișoara,Order Picker,2,Dealer,Direct,Yes,8,27092.45,1634.95
2024-08-27,Timișoara,Reach Truck,3,Corporate,Direct,Yes,7,54432.31,3692.7
2024-08-27,Cluj,Reach Truck,5,SME,Direct,No,10,106184.1,3491.74
2024-08-28,București,Electric Forklift,4,Corporate,Dealer,Yes,7,92459.94,4485.93
2024-08-28,Cluj,Electric Forklift,1,Corporate,Direct,Yes,9,27547.05,1585.92
2024-08-28,Timișoara,Electric Forklift,3,SME,Direct,Yes,9,72337.15,2396.72
2024-08-28,Constanța,Reach Truck,5,Corporate,Direct,Yes,9,95032.5,4990.83
2024-08-28,București,Pallet Truck,5,Corporate,Dealer,Yes,6,28790.33,1030.12
2024-08-28,Constanța,Electric Forklift,2,SME,Direct,No,9,57741.59,3421.43
2024-08-28,Iași,Order Picker,5,SME,Dealer,No,7,61701.19,3893.88
2024-08-28,Cluj,Order Picker,2,Corporate,Direct,No,6,24895.36,1631.7
2024-08-29,Timișoara,Order Picker,2,Corporate,Direct,Yes,8,24342.19,1617.71
2024-08-29,Timișoara,Pallet Truck,1,Dealer,Direct,Yes,8,5263.7,344.35
2024-08-30,București,Order Picker,2,Corporate,Direct,No,7,26828.01,2040.3
2024-08-30,Timișoara,Reach Truck,1,Corporate,Direct,No,10,19451.25,1362.92
2024-08-31,București,Electric Forklift,1,Corporate,Dealer,Yes,7,27056.14,2070.27
2024-09-01,București,Reach Truck,3,Dealer,Direct,Yes,9,58568.87,2117.55
2024-09-01,Iași,Reach Truck,3,Corporate,Dealer,Yes,10,54918.9,1883.08
2024-09-01,Iași,Reach Truck,3,SME,Direct,No,10,53058.94,3455.59
2024-09-01,București,Electric Forklift,4,Dealer,Direct,No,9,91504.2,5050.29
2024-09-01,București,Electric Forklift,2,Corporate,Direct,No,8,54823.93,2505.01
2024-09-02,București,Electric Forklift,2,Corporate,Direct,Yes,9,51202.3,3756.46
2024-09-02,București,Reach Truck,3,Corporate,Direct,No,10,63330.82,2262.61
2024-09-03,Timișoara,Pallet Truck,4,Corporate,Dealer,No,10,22702.26,991.71
2024-09-03,Cluj,Electric Forklift,3,SME,Direct,No,6,70798.04,3490.21
2024-09-03,Cluj,Electric Forklift,3,SME,Dealer,Yes,10,79070.59,2683.47
2024-09-03,București,Pallet Truck,1,SME,Direct,Yes,7,5921.01,332.13
2024-09-03,București,Reach Truck,2,Corporate,Dealer,No,9,33422.75,1377.07
2024-09-03,Constanța,Pallet Truck,2,Corporate,Direct,Yes,6,9980.69,689.34
2024-09-03,București,Electric Forklift,5,Dealer,Direct,Yes,9,118325.91,6786.5
2024-09-03,Constanța,Reach Truck,4,Corporate,Direct,Yes,7,65554.63,4713.54
2024-09-03,București,Pallet Truck,3,SME,Dealer,Yes,9,16091.79,1253.47
2024-09-03,Cluj,Order Picker,2,Corporate,Direct,Yes,9,27096.52,1286.94
2024-09-03,București,Electric Forklift,2,Corporate,Direct,No,10,48530.68,1633.53
2024-09-04,București,Order Picker,5,Dealer,Dealer,No,7,61587.1,1863.68
2024-09-04,București,Reach Truck,1,Corporate,Direct,No,9,17092.93,638.02
2024-09-04,Constanța,Reach Truck,3,Corporate,Direct,No,10,49876.36,1622.59
2024-09-04,Constanța,Order Picker,4,Corporate,Direct,Yes,8,52289.03,3614.98
2024-09-04,Timișoara,Pallet Truck,5,Dealer,Direct,Yes,7,27611.16,1436.34
2024-09-04,Constanța,Pallet Truck,3,Corporate,Direct,Yes,9,15865.92,924.15
2024-09-04,Cluj,Pallet Truck,5,Corporate,Dealer,No,7,28193.15,2034.66
2024-09-04,Timișoara,Pallet Truck,1,Corporate,Direct,Yes,7,4992.98,213.32
2024-09-05,Cluj,Order Picker,4,Corporate,Dealer,No,7,50847.37,3031.07
2024-09-05,Cluj,Pallet Truck,3,SME,Direct,Yes,9,17330.36,1385.39
2024-09-05,Cluj,Electric Forklift,1,Corporate,Direct,No,10,24993.95,1435.49
2024-09-05,Cluj,Reach Truck,3,SME,Direct,Yes,7,54800.07,3896.68
2024-09-05,Timișoara,Pallet Truck,3,Corporate,Dealer,Yes,8,16909.84,1080.91
2024-09-06,Cluj,Pallet Truck,5,Dealer,Direct,Yes,7,27564.0,1704.73
2024-09-06,Timișoara,Electric Forklift,1,SME,Direct,Yes,9,24242.2,1775.14
2024-09-06,Constanța,Pallet Truck,3,Corporate,Dealer,Yes,10,17054.1,603.1
2024-09-06,Timișoara,Pallet Truck,5,SME,Direct,Yes,8,28549.67,1288.81
2024-09-06,Cluj,Pallet Truck,1,SME,Direct,Yes,6,5717.81,450.32
2024-09-06,București,Order Picker,4,SME,Direct,Yes,8,44148.47,3000.36
2024-09-06,Iași,Order Picker,4,SME,Dealer,Yes,10,56843.89,2318.41
2024-09-07,Cluj,Reach Truck,1,SME,Dealer,Yes,6,21555.25,901.58
2024-09-07,Timișoara,Order Picker,4,Dealer,Direct,No,6,47924.49,2746.52
2024-09-07,Constanța,Reach Truck,2,Dealer,Direct,Yes,7,37851.4,1691.78
2024-09-07,Iași,Pallet Truck,3,Dealer,Dealer,Yes,8,15198.47,829.49
2024-09-07,Timișoara,Reach Truck,3,SME,Dealer,No,9,50550.12,2166.82
2024-09-07,Timișoara,Pallet Truck,3,Corporate,Direct,Yes,10,17234.16,841.29
2024-09-07,București,Electric Forklift,3,SME,Direct,No,8,85962.57,5581.72
2024-09-07,Timișoara,Pallet Truck,1,SME,Dealer,Yes,8,5967.2,439.44
2024-09-08,București,Pallet Truck,3,Corporate,Direct,Yes,8,17296.59,606.58
2024-09-08,Cluj,Electric Forklift,1,Dealer,Direct,No,10,25934.14,1092.54
2024-09-08,București,Electric Forklift,5,SME,Direct,Yes,10,136997.7,7386.03
2024-09-08,București,Pallet Truck,5,Corporate,Dealer,Yes,6,27304.49,1580.15
2024-09-08,Constanța,Pallet Truck,5,Dealer,Direct,Yes,9,27177.36,1054.19
2024-09-09,București,Electric Forklift,5,Corporate,Direct,No,10,133081.3,5562.86
2024-09-09,București,Order Picker,4,Corporate,Direct,Yes,6,57399.15,2684.65
2024-09-09,Timișoara,Order Picker,4,Corporate,Direct,Yes,9,49414.08,2684.97
2024-09-09,Cluj,Order Picker,5,Dealer,Direct,Yes,6,56735.15,1772.85
2024-09-09,Iași,Electric Forklift,3,Corporate,Dealer,No,10,71306.12,2404.99
2024-09-10,Constanța,Pallet Truck,4,Corporate,Direct,Yes,10,22202.0,1000.67
2024-09-10,Constanța,Reach Truck,3,Corporate,Direct,Yes,7,48778.78,3060.04
2024-09-10,Timișoara,Pallet Truck,1,Dealer,Direct,Yes,7,5440.52,310.53
2024-09-10,Constanța,Pallet Truck,4,Dealer,Direct,Yes,9,20025.01,1089.72
2024-09-10,Cluj,Order Picker,4,Corporate,Dealer,Yes,9,46241.47,1583.35
2024-09-10,București,Pallet Truck,5,SME,Dealer,No,10,23343.28,1674.31
2024-09-10,București,Pallet Truck,1,Corporate,Direct,Yes,7,4541.6,335.33
2024-09-10,Cluj,Reach Truck,4,Corporate,Direct,No,6,70106.47,5341.97
2024-09-10,Iași,Pallet Truck,5,Corporate,Dealer,Yes,7,29109.74,2210.69
2024-09-11,București,Pallet Truck,5,Dealer,Direct,Yes,9,27816.08,866.1
2024-09-11,București,Order Picker,1,Corporate,Direct,Yes,8,12599.35,895.06
2024-09-11,Constanța,Order Picker,5,Corporate,Dealer,Yes,8,71380.78,2156.81
2024-09-12,București,Electric Forklift,5,Corporate,Direct,Yes,6,125997.69,8655.22
2024-09-12,București,Reach Truck,1,Corporate,Direct,Yes,10,19537.3,1062.99
2024-09-12,Timișoara,Order Picker,1,Corporate,Dealer,Yes,7,11498.86,599.77
2024-09-12,Iași,Reach Truck,5,SME,Direct,No,9,87296.71,3582.24
2024-09-12,Timișoara,Reach Truck,4,Corporate,Direct,No,8,79876.59,6213.72
2024-09-13,Constanța,Order Picker,4,Dealer,Direct,Yes,9,56355.01,2695.14
2024-09-13,Constanța,Pallet Truck,3,SME,Direct,Yes,9,14532.51,1130.94
2024-09-14,București,Pallet Truck,5,SME,Direct,Yes,8,24328.22,1918.08
2024-09-14,Cluj,Order Picker,4,SME,Dealer,Yes,9,50350.81,2887.41
2024-09-14,Constanța,Order Picker,5,Corporate,Dealer,No,6,56701.35,3396.78
2024-09-14,Iași,Reach Truck,5,SME,Direct,No,8,105189.82,3706.89
2024-09-14,Constanța,Reach Truck,2,Dealer,Direct,Yes,8,39747.21,1495.04
2024-09-14,Timișoara,Pallet Truck,5,Corporate,Direct,No,8,23298.85,1272.68
2024-09-15,Iași,Pallet Truck,1,Corporate,Dealer,Yes,8,4805.77,320.59
2024-09-15,Iași,Electric Forklift,5,SME,Direct,No,8,146586.41,11170.88
2024-09-15,Constanța,Electric Forklift,3,Dealer,Direct,Yes,6,78189.21,5295.89
2024-09-15,Constanța,Pallet Truck,4,SME,Direct,Yes,10,22786.27,1013.08
2024-09-15,Timișoara,Pallet Truck,4,Dealer,Dealer,No,9,20246.22,765.55
2024-09-16,Timișoara,Pallet Truck,1,SME,Direct,No,6,5267.65,178.71
2024-09-16,București,Reach Truck,4,Corporate,Dealer,Yes,7,80061.58,2699.06
2024-09-16,Constanța,Order Picker,5,SME,Direct,No,8,70098.48,4952.81
2024-09-16,Cluj,Order Picker,4,Dealer,Direct,Yes,9,48763.62,2168.3
2024-09-16,Cluj,Reach Truck,4,Dealer,Direct,No,6,70094.85,3896.61
2024-09-17,Iași,Pallet Truck,3,Dealer,Direct,Yes,8,17498.01,572.52
2024-09-17,Constanța,Electric Forklift,4,Corporate,Direct,No,10,101423.06,5075.28
2024-09-17,București,Electric Forklift,5,SME,Direct,Yes,8,121560.38,3890.66
2024-09-17,Constanța,Order Picker,5,Corporate,Dealer,No,9,58826.53,3153.58
2024-09-17,Cluj,Electric Forklift,1,Corporate,Dealer,No,6,25365.85,1056.08
2024-09-17,București,Pallet Truck,2,Corporate,Direct,Yes,10,9671.79,571.62
2024-09-18,Timișoara,Electric Forklift,4,Dealer,Direct,No,9,112968.98,9024.57
2024-09-18,Constanța,Reach Truck,1,Corporate,Direct,Yes,9,17023.8,533.55
2024-09-19,Iași,Pallet Truck,1,Dealer,Direct,Yes,7,5926.2,254.44
2024-09-19,Iași,Order Picker,5,Corporate,Direct,Yes,8,60635.01,4604.12
2024-09-19,București,Order Picker,3,SME,Direct,Yes,9,39053.65,2704.17
2024-09-20,Cluj,Reach Truck,5,SME,Dealer,Yes,7,95897.52,5852.75
2024-09-20,Constanța,Order Picker,4,Corporate,Dealer,No,8,51115.05,1986.14
2024-09-20,București,Pallet Truck,4,Corporate,Direct,Yes,7,22970.09,1081.86
2024-09-20,Constanța,Reach Truck,5,Corporate,Direct,No,7,93098.3,7385.02
2024-09-21,Constanța,Reach Truck,5,Corporate,Direct,Yes,9,97499.81,6876.15
2024-09-21,Cluj,Reach Truck,2,Corporate,Dealer,Yes,8,39353.82,2175.57
